nama_tempat,user,review,rating
Alice Springs Desert Park,Naomi White,Loved it! We just missed the birds display and no single were out when we were their but the park itself it well set up and very well run. …,4
Alice Springs Desert Park,Chris Nothing,This place is amazing. So many cool animals. Amazing staff and really helpful admissions staff. Place was advertised as being busy when I visited but it was relatively empty and still had plenty of space.,5
Alice Springs Desert Park,Lynda Jeffs,"We had a wonderful day today at the park. The ranger's knowledge was comprehensive in both local indigenous and western knowledge and all questions were fully answered. The ranger who presented ""Survival in the Desert"" and  ""People and …",5
Alice Springs Desert Park,Christopher Wright,"Friendly staff, lots to see and do. Definitely a go to when visiting Alice Springs.",5
Alice Springs Desert Park,Marcus Port Mac,Well set out and conceived. Great setting with the McDonnell ranges behind. Bird show excellent. Pass let's you come and go within the day. Close to town. Concentrates on native animals. Decent value.,4
Alice Springs Desert Park,Rob Prosser,"Keep your eye out for cultural events happening at the Alice Springs Desert Park. We visited the annual light festival and it was superb. There were free shuttle buses from various locations around town. The Desert Park is a large reserve with decent facilities, toilets etc.",4
Alice Springs Desert Park,Tim Quinney,Beautiful park to wander around. Don't go on hot day though. Plenty of wildlife to look at. Bird show was good fun and the nocturnal house is well done.,5
Alice Springs Desert Park,Wayne Hoare,Great place to visit the staff are very helpful & serves was great. Will go again.,5
Alice Springs Desert Park,Rebecca Lamont,Go early and look in the sandy paths at your feet to discover all the animal tracks left behind overnight! Birds of prey show is an absolute must! Staff are fantastic- all of them had so much patience and interest in discussing everything with us and especially the children. It really does change the way you think about the desert.,5
Alice Springs Desert Park,Zac Perth Hills Contracting,"Terrible experience rude staff at the entry & the bird show. Just a lot of walking, not alot of animals. At $40 per person, a very over priced experiance",Unknown
Alice Springs Desert Park,Komang Wiary,"4 years ago, and still miss this place so much.. ♥️",5
Alice Springs Desert Park,Bev Jende,"We had spent the previous 7 days walking the Larapinta trail, and it was good to visit the very well laid out Desert Park on our return. We found plants and animals we had seen on the trail. Our only minor regret was that we did not get to see a dingo.",5
Alice Springs Desert Park,Ian & Kay Hill,Interesting place good walks on formed tracks nicely set up aviaries. Bird flight demos interesting but a bit rushed arrival of khan passenger's saw us serfs moved on,5
Alice Springs Desert Park,Alan Reid,Great place to see lots of birds and learn more about the area's fauna and flora,5
Alice Springs Desert Park,Sylvia van der Peet,Rayleen's talk on bush foods was excellent as always and getting to taste so many new flavours was awesome.,5
Alice Springs Desert Park,garry stewart,"The guides were wonderful enjoyed Jeremy's
talk on culture and language.  Bird show was wonderful and different excellent.  Well set out and all staff friendly and helpful.",5
Alice Springs Desert Park,Caroline Hubbard,"brilliant place to see, bird show was awesome and we got photos after. not many animals but was lovely to walk around but the bird show and backdrop was the best.",5
Alice Springs Desert Park,Martin Brown,Very interesting displays and informative talks. Expensive but worth it.,4
Alice Springs Desert Park,Natalie Skiller (Woodfordia),"I cannot believe it's been 21 years since it opened.  To me, it only feels like yesterday. …",5
Alice Springs Desert Park,Pat Jordan,"Great experience. Loved it all especially, Anne from""survival in the desert"" and the free flying bird show!",5
Alice Springs Desert Park,Peter “GrationLocation” Gration,Maybe we visited at the wrong time. There wasn't much to see. I would definitely recommend getting a tour and having someone show you around with a specific genre of information in mind. Annual membership is available and definitely good value for money. Staff very friendly,4
Alice Springs Desert Park,Andrew Limbrick,"Catch the bird show. Walk will take about an hour plus stops to see the nocturnal animals , the dingos, and Roo's. Staff knowledgeable and friendly",5
Alice Springs Desert Park,Sarah Kalleske,"Awsome experience! Worth the money! I will be coming back! Tour guides are friendly, funny and relatable & make you feel a part of it. The only thing id say for constructively help would be maybe get more mobility scooters so that walk in …",5
Alice Springs Desert Park,Noel Stroud,"One of the best days of my holiday. Bird's swooping past me,all the time an expert commentary explains what you need to know. And i can't speak highly enough of the young lady who also gave us many insights into desert life. Go there.",5
Alice Springs Desert Park,Anthony Fifield,Bird show is fantastic and the nocturnal house is a must do.,5
Alice Springs Desert Park,KarinaUndMani Diendorfer,"Simply great! Spent the whole day in the park, you need the time if you'd like to see all! We can really recommend the  whole program! We learned a lot of the cultur, flora and fauna of the red center!",5
Alice Springs Desert Park,Lou C,"A beautiful place, full of interesting things to see and learn about. The shining lights of this park are the staff. It's clear that they place the welfare of the animals in their care in the highest regard, while striving to provide …",5
Alice Springs Desert Park,louise dwyer,Great bird show,5
Alice Springs Desert Park,Stephan Riediker,I appreciate how animal- friendly the species are being kept,5
Alice Springs Desert Park,Aroha Yates,I had so much fun exploring and learning about the desert. The guides are knowledgeable and engaging. The animals are very well cared for.  I recommend going to the talks and the nocturnal tour.,5
Alice Springs Desert Park,Richard Goodfellow,"An amazing place, brilliantly presented, let down by one staff member.
Great guides & displays. Very informative for kids and adults. Great value for money. …",4
Alice Springs Desert Park,Andrew Garven,"Awesome park with so many animals to see. Wonderful aviaries, some of which you can walk through as well as soany land animals. The nocturnal house was a particular highlight!",5
Alice Springs Desert Park,Beverley Young,"Had been told how good this was...cost approx $25....price hike $74 really! Bird shoe great, as was Ranger talk re Kangaroos and Dingoes. Signage poor around park. Cafe cost a disgrace, two average salad rolls $13.95 EACH... GREEDY ALL ROUND",3
Alice Springs Desert Park,Lee Lasaruk,The nocturnal experience is fantastic.,5
Alice Springs Desert Park,Tess Marson,"The Alice Springs Desert Park is a must see! The staff are all friendly and helpful and the bird show was fantastic. The park is well set out and easy to navigate with beautiful views of the local landscape. They have a nocturnal animal house where you can try and spot bilbys, quolls, snakes and much more.",5
Alice Springs Desert Park,Rachel Currie,This is a biological park. Some interesting exhibits. Loved seeing the nocturnal exhibit and the birds show. Price a little steep if you just want to visit for a few hours.,3
Alice Springs Desert Park,Shaun Dennis,"Great little park - prefect if this is your first time visiting Australia - however if you have been here a while and you've seen alot of native animals its not as impressive. We enjoyed it though, the shows are good.",4
Alice Springs Desert Park,Linden Jesensek,"Highlighting Australia's indigenous species, crawling, slithering, flying, jumping, climbing and burrowing. Great experience and for me the highlight was the raptor display.",5
Alice Springs Desert Park,Mim Tea,"Brilliant night tour of endangered, nocturnal creatures. The guides were terrific. Science plus delight. Highly recommend.",5
Alice Springs Desert Park,John Carmody,The bird show was amazing. And we loved the nocturnal section. Well worth the entrance price. I would recommend spending at least 4 hours here.,5
Alice Springs Desert Park,Tania Camwell,The Alice Springs Desert Park is a must see when visiting beautiful Alice Springs. The rangers are friendly and extremely knowledgeable. The most exciting bird display by ranger Ellen is the highlight of the day. I love visiting the Desert Park and due to obtaining my territorian pass I can visit numerous times in a year for free.,5
Alice Springs Desert Park,Darren Langen,Awesome bird show and nice easy walk around conservation area.,5
Alice Springs Desert Park,sarah vogel,I learned so much! Flora and fauna and geology.,5
Alice Springs Desert Park,Paula Bent,"FANTASTIC to see all things from the desert.  The birds, the movie, the Kangaroo info ALL Of it GREAT. A little HOT today Jan 2nd 2019 - 45 or 121 deg F.  But still worth the visit",5
Alice Springs Desert Park,Melissa Joyce,"The desert park is a great place to start your Alice Springs trip. We learnt a lot about the area, animals, birds and and plants. The bird show was great. We have since been able to spot quite a few different bird species in the west MacDonnell ranges.",4
Alice Springs Desert Park,Sue Horrocks,Alice Springs desert park is a must it let's  you get up close and personal with the birds and wildlife of the desert that you may not get a chance to see. The shows put on by the staff are informative and interesting.,5
Alice Springs Desert Park,Chris Dyer,Fantastic park. Could easily spend the whole day. Many presentations and can come and go during the day as long as you keep your ticket. Highly recommend this park.,5
Alice Springs Desert Park,Lisa Perry,"Discover the animals of the desert. Fantastic Birds of prey show, Dingos, Emus Kangaroos and the scenery is fabulous. So great to visit for the bird varieties alone. Do not miss it.",5
Alice Springs Desert Park,Peter Davey,"Display was great. Very informative. Only drawback was the cafe. Dirty cups that had chips and cracks,the hot coffee was luke warm at best.dry muffins. When challenged on the problems all i got was a typical laugh of an Asian girl. Blank screen. So in short take your own food and have a great day.",4
Alice Springs Desert Park,Ash D,"This place is fantastic. It can get hot so dress appropriately, and take plenty of water. Cafe and gift shop shut at 4:30, and expect to look around for a good couple of hours",5
Alice Springs Desert Park,Annette,"Really enjoyed seeing all the animals, very caring, knowledgeable and welcoming staff. The bird demonstration is amazing. We'll worth a visit.",4
Alice Springs Desert Park,Maurice J Laratro,"As we are from Melbourne, it pales against Healsville Sanctuary. However, the bird displays are great even though most birds don't stand still long enough to view.",3
Alice Springs Desert Park,Allen Grant,This is a great place to visit and be educated about the plants and animals that live around the Alice and the district.  Great raptor show and all the staff were friendly and knowledgeable. A must do if visiting the Alice.,5
Alice Springs Desert Park,rusted rebuilds “JonnyWalked”,Lots to learn.  They have an amazing bird show,4
Alice Springs Desert Park,Leanne Usher,The Desert park has always been a popular place to visit. The new cafe and cicktail bar make it even better.,5
Alice Springs Desert Park,Sam Murray,My family ranging from 8 years to 63 years all loved it! The bird show was fantastic,5
Alice Springs Desert Park,Loretta Hoenen,The bird show was amazing,4
Alice Springs Desert Park,Peter Kelley,Lots of native species in a natural setting however lots of walking.,5
Alice Springs Desert Park,Jeanette Westgarth Paterson,"We were only there for luncheon on our tour.  Beautifully presented, delightful selection cold meats and assorted salads.  Marvellous selection of Deserts as well incl tea, coffee, soft drinks, wines etc.",4
Alice Springs Desert Park,Roslynn Olsen,Would have loved to see the free flying birds but we arrived at the counter a few  minutes to 10 and we were told it was now closed. So sadden by this as not advertised on website to arrive early. The board near the Carpark entrance did …,Unknown
Alice Springs Desert Park,Anne Morrison,"Saw the bird show which was OK. Dingoes, Emus and Kangaroos were nowhere in sight. Aviaries had plenty of birds.  Was disappointing after being recommended as great.",2
Alice Springs Desert Park,Paul Judd,It was hot when we were there so it was a bit hard to get out and about with the young kids. We got there early and saw everything. Kids loved seeing all the animals and absolutely loved seeing the eagle up close!,5
Alice Springs Desert Park,Fran Tann,What a treasure. Beautifully re-created desert and sand environs and natural woodlands. Extraordinary bird life and a nocturnal house to be proud of. Guides are knowledgeable and friendly. Do yourself a favour.,5
Alice Springs Desert Park,Sinead Quinn,Fantastic laid out with lots to see and do.  Highly reccomend trying to get to each tour/ presentation.  They're brilliant- very informative guides.,4
Alice Springs Desert Park,AmandaJ262,"Amazing place, very knowledgeable staff and lots to see",5
Alice Springs Desert Park,Tony Bourne,"Our guide was knowledgeable, entertaining and funny. Lunch was good. The bird session was astoundingly good. We were really impressed.",5
Alice Springs Desert Park,Chris Wares,Great place to browse the flora and fauna. The bird show was very entertaining. Worth a visit when your in the area.,4
Alice Springs Desert Park,Ian Harrison,"Well worth the visit, you see so much more especially nocturnal animals.
And the Rapture flight show is excellent as are the talks by the rangers.",5
Alice Springs Desert Park,Lee Robinson,Good raptor bird show. Interesting talks from aboriginal woman and local guide. Really knowledgeable guides very helpful. Not our first choice but enjoyed it.,4
Alice Springs Desert Park,Deirdre Baker,Excellent park to visit and walk around for hours. Nocturnal display spectacular especially the lively Bilbies. 5 hrs enables a good look and experience.,5
Alice Springs Desert Park,Derren Champness,"You can drive for days on end and you might see the odd Roo, Emu, Brumby and definitely Cattle through the region. Drive regularly over decades and you will learn that Dingos, Echidnas, Donkeys and Camels roam wild throughout. This desert …",4
Alice Springs Desert Park,Peter Wallace,"Spent the day walking around, lots to see and learn.
Scheduled sessions / talks are well worth it.
Bird show was very good.
Great day!",5
Alice Springs Desert Park,Adrian Fleming,"amazing resort but i think the camping ground pool should be under cover it was 40 degrees for most to of the days we were there. also under cover playground so the kids dont burn themselves. we m,ainly stayed in our caravan as there wasnt enough indoor activities",4
Alice Springs Desert Park,Felix La PuBelle,"This place is worth the visit. The Bird shows in the morning and afternoon are the highlight of the visit, get there early. Dingoes are cool as well. Plan for a whole day there. Onsite cafe\restaurant as well.",5
Alice Springs Desert Park,Max Rittner,Very well laid out. You are able to walk amongst most of the wildlife living at the park. A large variety of bird life. Friendly informative staff.,5
Alice Springs Desert Park,Rain W,"What a magical experience. Bike riding and hiking through the park is beautiful. With mostly flat paths, it makes for a wonderful sunset stroll.",5
Alice Springs Desert Park,Tru Review,"Easy to spend a very enjoyable day here. Very organised, friendly and professional staff.  A must do place.  However the cafe is a massive let down. Cold food, small servings and really overpriced.  Best to dine elsewhere when your visit is done. Otherwise excellent!",4
Alice Springs Desert Park,Annette Woods,"An interesting place. Well set out. Great bird & raptor show. Nocturnal enclosure. Child friendly. Rather expensive tho, & needed more seating for the elderly.",4
Alice Springs Desert Park,Riccardo Tikulin,"Fantastic place to visit,  last time visit  15years ago Magic and peaceful",5
Alice Springs Desert Park,Greg Norrish,Fantastic. Very well done. Light show was spectacular. Ive seen similar cultural light shows on the Sphinx in Egypt and Petra in Jordan and this was far better than both. Well done.,5
Alice Springs Desert Park,Paul Armour,"The bird show at 3pm was eealky good. The nocturnal exhibit very food, the eest were so so.",4
Alice Springs Desert Park,Robert Pullen,"A highlight of Alice Springs.
An amazing bird enclosure.
Jeff was a most interesting guide.",5
Alice Springs Desert Park,Peter Thompson,I didn't think I would be that interested but I was wrong. The nocturnal house is outstanding. The entry price is a bit steep so make sure that you have plenty of time to have a good look around.,5
Alice Springs Desert Park,Kerrie Faichney,Was a great day. Recommend getting there early to see all the shows. Park was so natural. Peaceful.,5
Alice Springs Desert Park,Dima685 DS,"Fantastic, so many different species. Bird show was awesome. Nocturnal house is full of interesting exhibits.",5
Alice Springs Desert Park,Daniel Hill,I LOVED this place!! I didn’t know much about it so went in with no expectations and was so impressed! Beautiful staff especially Doug who was a native aboriginal and had a heart of gold! Can’t recommend this place enough for anyone visiting Alice Sorings.,5
Alice Springs Desert Park,Tina h,A brilliant experience. Wonderful birds and vegetation. Allow at least 3 hors. The talk on bush survival and foods from Jeremy was excellent and informative.,5
Alice Springs Desert Park,Guillaume Fortina,"The park was nice, but what was most interesting was the talk from the guide Renata. She was so knowledgeable and took the time to answer so many of our questions. Thank you Renata!",5
Alice Springs Desert Park,Geoffrey Johnstone,We enjoyed the night time walk. The staff are on top of their subject and clearly enjoy their work.,4
Alice Springs Desert Park,Cheryl Murphy,"Great place to visit, very informative. The live bird show was great. The information sessions are great with knowledgeable people running them. Would recommend this place highly when visiting Alice.",4
Alice Springs Desert Park,John Warburton,"Extremely well done and maintained. If interested in birds, this a wonderful place to see many species, albeit in aviaries. Also lots of honeyeaters in the wild.",5
Alice Springs Desert Park,marlene wolfenden,A very enjoyable experience. Great video to begin and well set out with exhibits living environments and nocturnal house is brilliant.,4
Alice Springs Desert Park,Lisa Wilson,"Great bird show, very informative and fun. You can take pictures with an eagle or owl for $10 after the show.",5
Alice Springs Desert Park,Linley Lott,Great views and scenery. The exhibits are well worth seeing. Loved the bird show.,5
Alice Springs Desert Park,Sondra L,"One of my favorite places to visit in Alice, beautifully designed and presented. The flying bird show is a must along with the nocturnal house and I just like to get lost in the aviaries.",5
Alice Springs Desert Park,Simeon Brennan,"I did the night tour. It was fantastic. I saw and learnt much more than I expected, the tour guide was loveley.
10/10 would reccomend.",5
Alice Springs Desert Park,Trudy Mussett,"The rapter show was fantastic,  Aaron has an amazing rapport with the birds",5
Alice Springs Desert Park,diane joseph,Came to this place today on a tour for the Ghan. Jeremy was a most factual and helpful guide. Also magnificent was the bird show.,5
Alice Springs Desert Park,Henry Hipster,"Awesome park. Do the night walk and and FFS sit your arse down and don't take food into the ""must do"" bird show (not like some stupid hippies x 2) or one of the world's largest eagles - the mighty Wedgetail - will physically take your head off......",5
Alice Springs Desert Park,Jeannette Vogels,"We couldn't see it all in the time we had, so at some stage, in the future, we will be back. The talk on Aboriginal weapons & food gathering was very informative.",5
Alice Springs Desert Park,Antone Henderson,As a disabled Veteran I was pleasantly surprised at the lengths the staff went to make my visit 100% accessible to all exhibitions and displays. A great wild life park.,5
Alice Springs Desert Park,June Morrish-Stead,Cafe closed for reno's at the moment but a lil coffee van is there. The bird enclosures were great n so informative,5
Alice Springs Desert Park,Ralph,"A pleasant experience. Friendly and knowledgeable guides, a bird show reminding us of the amazing intelligence of birds. It's worth a visit.",5
Alice Springs Desert Park,Kimberley Hall,Recommend visiting during off peak to get full experience. Bring lots of fluids. Amazing views. Very knowledgeable staff. Easy to make your way around.,5
Alice Springs Desert Park,Steve Gilham,"A must see in Alice, get there early to enjoy tours and talks. The bird demonstration is not too be missed",5
Alice Springs Desert Park,Col Shaw,"I love this place. Central Australian plants and animals from many different arid zone ecosystems in one place. Don't miss the ""bird"" show, one in the morning and one in the afternoon.",5
Alice Springs Desert Park,Katherine Cox,Excellent day.  Do not miss a visit here,5
Alice Springs Desert Park,Chessnie Young,Great walk and beautiful gardens and animals! Take your time as the animals are in very realistic enclosures so they may be hiding a bit.,5
Alice Springs Desert Park,David Foster,"The Alice Springs Desert Park was fabulous.
The staff were very helpful and knowledgeable especially Ruben who was excellent.  The raptor presentation was superb.",5
Alice Springs Desert Park,Saurav Shrestha,Great place for family outing. Time goes by so quickly here. The bird show at Amphitheatre is worthwhile. Cafe needs more hot food items.,5
Alice Springs Desert Park,zulma hernandez,"It is ok, the bird show is good, no many kangaroos,  but actually it is better. It means they are wild.",3
Alice Springs Desert Park,Christine Bowman,Amazing Parrtjima show on for a week in the Desert Park. Backdrop of Ranges and red earth to refect the light showing of Indigenous art and culture. Next time I'll see the park attractions. Plan to be in Alice for a month of festivals.,5
Alice Springs Desert Park,Rajendran Ramachandran,"Find the difference in same species of plants in one place. We drove the Meerinie loop, Namatjira drive and saw every attraction. Also saw East MacDonnell ranges. Saw so many different plants but never all in one place like this. Excellent.",5
Alice Springs Desert Park,Denver Hobson,"Nice tourist place, they have all different animals plus a bird show, also a cafe for food and drinks, it is like a 10 dollar eftpos min though.",4
Alice Springs Desert Park,AU Digga,Good bird show lasting 20mins. There is a bit of walking to do so take care on a hot day. Allow about 4 hours.,5
Alice Springs Desert Park,Tanicka Dykstra,"The nocturnal tour was amazing! Was a different experience and the staff were great, I loved all the animals.",5
Alice Springs Desert Park,Alison,Really loved this park! The bird show and nocturnal house were definitely highlights and worth seeing!,5
Alice Springs Desert Park,Vera,"An educational experience, humbling and an eye opening about Aboriginal medicine, damper cooked from waratah seed flour and kangaroo tail meat that is very tender. Australian animals like spinifex desert mouse survival ability, the majestic wedge tail eagle, etc.",4
Alice Springs Desert Park,Scott Bihelek,"Took a whole high school camp group, the kids and staff all loved it and the speakers were all incredibly knowledgeable, fun and friendly.
11/10 still can't believe how well they can train a magpie to perform.",5
Alice Springs Desert Park,Pippy D,"Loved it here, felt safe and they have great laundry room and the cabins are beautiful. I even had a guest for breakfast of a lovely stick insect.",5
Alice Springs Desert Park,C Paquette,A wonderful park skillfully arranged to educate and delight anyone wanting to experience the many types of wildlife in the Australian outback. I highly recommend the Eagle Encounter!,5
Alice Springs Desert Park,Jonas Møldrup,Very cool and informative place. Could be cool if the day ticket could be 24hours instead of the day you buy. But super nice place!,4
Alice Springs Desert Park,Andrew Dale,"We absolutely loved this place, also did the nocturnal tour which was amazing.",5
Alice Springs Desert Park,Mr P,Great Bird show a must see. The nocturnal display is also pretty cool! Definitely a must do whilst visiting Alice Springs,5
Alice Springs Desert Park,Rusty Travelboy Rob,"Great place to visit on a regular basis.
Heaps to see and learn about desert flora and fauna. Under constant development. The shows are great an very informative.",5
Alice Springs Desert Park,jack Stephens,"Very clean park, great hot showers and awesome bbq area! Everyone is lovely and the park staff were great! Would stay here again anytime we pass through 😊 …",5
Alice Springs Desert Park,John Thompson,Spectacular  place for an educational look at the local desert environment.  The pesentation on Survival in the Desert: Tools and Tribes by Ranger Jeremy was fascinating.  An outstanding park to visit .,5
Alice Springs Desert Park,Jock mac,"Great park, the bird show is a particular highlight. Even though I'm local I end up visiting at least once a year.",4
Alice Springs Desert Park,Kylie Bisson,So much in formation here about the different desert environments. The plants and animals that live in the desert well show cased. The bird show and cultural talk are brilliant,5
Alice Springs Desert Park,Kaye Harman,"Great team from entrance all the way through exit, friendly and helpful. If you have any health issues you are offered a scooter great way to get around",5
Alice Springs Desert Park,Dion A,"If you have the time, get both the day and night tickets and make sure you catch the bird show. Great experiences, friendly guides.",5
Alice Springs Desert Park,Goldwin,Nice place to enjoy life,5
Alice Springs Desert Park,Geoffrey McGrory,Very enjoyable. Our guide Jeff was really good. Done as part of our trip on the Ghan.,5
Alice Springs Desert Park,David Forer,Really enjoyed this. The birds of prey is highly recommended. They have kangoroos for the kids and also a nice insect/snake area.,5
Alice Springs Desert Park,Michael Marston,"Very educational, well thought out, modern and well maintained, convenient location. Great for families. Could be a bit pricey. Check the times of the guided walks and talks.",5
Alice Springs Desert Park,Anne Monk,Great place to see flora and fauna. Only problem was  that many activities were in the morning so arriving in the afternoon we missed a number of activities,4
Alice Springs Desert Park,Josh Ford,Must stay and watch the bird show!,5
Alice Springs Desert Park,Carolyn Hooker,"Took our 14 year old twins who didn’t want to go, but had an amazing time. Loved the Nocturnal Experience!",5
Alice Springs Desert Park,Liam Meyer,Great friendly knowledgeable staff and great amount of animals to look at in the park and the shows are very professional. Absolute must visit for any tourists to the Alice region,5
Alice Springs Desert Park,Guy Hudson,A really enjoyable and informative day with the kids. All the talks we saw were fascinating. Highly recommended.,5
Alice Springs Desert Park,Ashleigh Bourke,"A beautiful day out, stunning location, passionate staff & experts. So lovely to walk around at your own pace and take in the sights and animals",5
Alice Springs Desert Park,John Skurr,"Absolutely fantastic,  lovely walks with native trees,  bushes and grasses, great bird enclosures, low key informative presentations with  no crowds",5
Alice Springs Desert Park,Adam Wilton,"The guides were really knowledgeable in the animals and the land as well. It's a great day out to learn about the Aborigines, the animals, and their culture.",5
Alice Springs Desert Park,Andy Ascough,"Fantastic set-up, very well laid out. Staff all very knowledgeable and helpful. Jeremy is a standout u
Guide. Highly recommend visiting to everyone",5
Alice Springs Desert Park,Marie,Great Bird show. The Park Rangers were fantastic. The birds majestic. A must do.,5
Alice Springs Desert Park,Pat Parry-Jones,Really enjoyed our time here. More direction signs could be helpful. Very friendly park staff. Enjoyed meeting the puggle Inca.,5
Alice Springs Desert Park,Robyn Peard,Well informed guides. Bird display was exceptional. Actually privy to how the birds are trained with positive reinforcements. Well worth visiting.,5
Alice Springs Desert Park,Terran Davis,Loved this experience can't wait to go next year...,5
Alice Springs Desert Park,Derek Page,Would be easy to spend a full day here. Best nocturnal house that I have seen. Fantastic free flight bird show too!,5
Alice Springs Desert Park,janine wright,We stepped  into a spectacular world of light and sound where contemporary and traditional Indigenous stories and artwork was brought to life under the night sky on an unprecedented scale. Illuminating the epic 300-million-year-old …,4
Alice Springs Desert Park,Craig Thompson,Great place and very informative staff and bird show a must.,5
Alice Springs Desert Park,Jim Vause,Do not miss this ōpen plan zoo. Some superb shows and the birds are so beautiful,5
Alice Springs Desert Park,Peter McGuckian,I enjoy visiting the park when in Alice but the entry charge is way too much. Seniors at $32 is twice what it should be!,Unknown
Alice Springs Desert Park,Craig Koetsier-Bakker,"Great for the birds, only saw 1 dingo, very disappointing. I think it is over priced for what it was.",3
Alice Springs Desert Park,Lucy Dalton,Bird show is awesome and the nocturnal exhibit is like nothing I've seen before. You can't go to Alice Springs and not go here!,5
Alice Springs Desert Park,Carolina Figueiredo,"Dear Staff of this amazing park,

I visited you last November and I was amazed with the facilities, how you …",5
Alice Springs Desert Park,Elena Bosalygo,A great and spacious place. A night house and a bird show are a must!,5
Alice Springs Desert Park,Wendy Starkey,"Went to Desert Park with tour group. Enjoyed the information our guides provided, especially Ann. Too much walking for older visitors",4
Alice Springs Desert Park,Jens Ericson,The nocturnal house is awesome,5
Alice Springs Desert Park,Joshua Gilmore,"Loved the birds, would have loved to spend more time here. Encountered a wild perentie crossing my path. Excellent cultural talk.",5
Alice Springs Desert Park,Peter Rowswell,A must see for anyone visiting Alice spring. Great place to experience the Australian outback. Suggest hiring a mobility scooter which makes gett ng around easy.,5
Alice Springs Desert Park,Alex J,Great place. The raptor demonstration was very enjoyable and entertaining. Parrtjima light festival was also on and that too was a very enjoyable experience.,4
Alice Springs Desert Park,Carol Ryan,Was really interesting . Loved the Willie Wagtail he stole the show for me 😁 …,5
Alice Springs Desert Park,Gunasegeran Sellappan,A great way to spend a day in Alice Springs. You can birdwatch or spend some money on the shows show casing the faura of the Red Centre.,5
Alice Springs Desert Park,Vanessa Harford,Wonderful informative day...spent 6hrs exploring with the kids (2 and 5)! The info talks are well worth it...and the bird show was amazing!,5
Alice Springs Desert Park,Peter Ruck,One of the best native animal parks I have ever been to. The nocturnal house and night tour were the best.,5
Alice Springs Desert Park,John Kunowski,Very interesting and a lot to see,5
