source,place,comment
GoogleMaps,Kakadu,"Great place, but so hot! Loved Jim Jim Falls and Twin Falls. Ubirr was great, did guided walk and caught the sunset (free of charge)."
GoogleMaps,Kakadu,"Aussie experience that can't be missed. Its big(!) and representative of many types of eco systems, some scenic, some not so, but all important. Do yourself a favor and research prior to getting here - as limited info on signs, and limited …"
GoogleMaps,Kakadu,"Today we did Spectacular Jumping Crocs, a rock carving site done by a Japanese artist, Ubirr Rock Art and lookout. Finished the day at 7pm in Jabiru. Staying at Kakadu Lodge, Jabiru tonight. Great food at the restaurant. I had Barramundi. Awesome pool!"
GoogleMaps,Kakadu,Bit far away and nothing to see and noting to do much
GoogleMaps,Kakadu,Probably some of the saucyest scenery I've ever witnessed got a sexy little African vibe to it
GoogleMaps,Kakadu,I have only done a few places in the national park. What I have seen has been good but there is so much more to see. You need t least 2 weeks to enjoy the while park
GoogleMaps,Kakadu,"It's big, it's hot, it's for off-roading."
GoogleMaps,Kakadu,Really impressive and worth taking your time to explore the extremely diverse environments - contrast the stone country with the wetlands. The wildlife and rock art are astounding.
GoogleMaps,Kakadu,"Don't bother going there, such a disappointment and massively overrated! The roads are terrible, most are unsealed and badly corrugated. Although told by staff at the information centre that we could get through to JimJim falls, billabong …"
GoogleMaps,Kakadu,"well, I actually thought it would be deferrent. due to the heat, the birds were nowhere to be found. a lot of the ereas burned, leaving many trails with no shade in nearly 40 degrees and humidity."
GoogleMaps,Kakadu,We went in the dry season and had a superb trip! The care and attention taken by National Parks to preserve the land and honour the local people was outstanding. …
GoogleMaps,Kakadu,I didn't see any kakadus
GoogleMaps,Kakadu,Didn't see no crocs but still really pretty. Very hot when we went so would recommend going here in winter
GoogleMaps,Kakadu,A true world heritage national park
GoogleMaps,Kakadu,"Ubirr, Noarlangi walks were amazing and worth the climb even in 38 degree heat. Rock art works are excellent. Yellow river is also a must along with Bowali and the cultural centre. Here in mid October and can't wait to come back for a wet …"
GoogleMaps,Kakadu,There should be a better information center as you enter the park. The map we had combined with the signage were not good enough for us to decide how to spend the day. We only found the wetlands by accident.
GoogleMaps,Kakadu,Managed camping grounds at Muirella are dirty and hideously overpriced. Most of the walks in the northern sections of Kakadu were closed or partially closed. Many were burnt out. Until the Mary River section the whole place was very …
GoogleMaps,Kakadu,"Kakadu National Park is a protected area in the Northern Territory of Australia, 171 km southeast of Darwin. …"
GoogleMaps,Kakadu,World Heritage Site is not for nothing! Effort is required but well worth it. You may have seen photos but nothing can compare to being here.
GoogleMaps,Kakadu,"Amazing place. Must see in everyone's lifetime. Explored both by foot and by small plane over the entire park, both incredible in their own way. A part of the outback that should not be ignored."
GoogleMaps,Kakadu,Nice place. Lots of road side kangaroos resulting difficulty in driving in morning and evening hours. Many many mosquitoes. Overall must visit place.
GoogleMaps,Kakadu,Did a tour with off road dreaming. Guide was good but didn't think much of the national park too expensive
GoogleMaps,Kakadu,"The most beautiful, pristine, untouched piece of land, reflective of the ancient indigenous culture. From the serene waterfalls, the breathtaking cliffs, and the powerful cave paintings."
GoogleMaps,Kakadu,"Always a winning option, worth the trek to some of the harder to reach places in the southern end of the park"
GoogleMaps,Kakadu,"Amazing place to see heaps of wildlife, people are great and really good with describing why and what things are and do"
GoogleMaps,Kakadu,They have the hide to charge $40 per adult for park fees and most things are closed due to seasonal or cultural closures. Will never be back.
GoogleMaps,Kakadu,Thanks to Ranger Adrian for a wonderful experience explaining the different types of rock art and Dreamtime stories at Ubirr. A great way to be educated about our indigenous cultures.
GoogleMaps,Kakadu,Thank U Custodian Johnny Reid for leading me and 3 car loads of friends on a great adventure. Jim Jim Falls and the Rock Art Anabungbung awesome places.
GoogleMaps,Kakadu,Roads are wide and great to drive on. Great signage about seasonal closures. Love to go back during the dry season
GoogleMaps,Kakadu,Entire parks better sites were mostly closed.... thankfully we saved the fuel and went elsewhere after looking it up on the Kakadu website this was also expected to be the case after talking to locals at a few pubs earlier in the week
GoogleMaps,Kakadu,"If you have never been to Kakadu, or your thinking of going? Just do yourself s favour and book your holiday now. Its everything they tell you and more. I will be going back again soon. Its perfect"
GoogleMaps,Kakadu,Imagination could not have conjured this place. Amazing flora and fauna. A timeless history and so well looked after by the traditional custodians.
GoogleMaps,Kakadu,"One of the biggest national parks in Australia. A lot of wildlife can be seen all over. Be sure to visit the park during the right period of time though, since it can be stormy when you're in the wrong season. I'll visit it again when I have the chance to do so."
GoogleMaps,Kakadu,Very overrated Jabaroo is a hole.
GoogleMaps,Kakadu,"Kakadu National Park is an enormous, biodiverse nature reserve in Australia’s Northern Territory. With terrain encompassing wetlands, rivers and sandstone escarpments, it’s home to some 2,000 plant species and wildlife from saltwater …"
GoogleMaps,Kakadu,Beautiful part of Australia! An absolute must.
GoogleMaps,Kakadu,"We will never visit here again, info centre was filthy and a waste of time, we had vehicle issues and had to keep driving, info centre was no help, just go online apply for a refund, we did, a month later no answer, the whole place was on fire as well, can't believe you have to pay for a pass and then keep paying pure greed"
GoogleMaps,Kakadu,After visiting Kakadu or kakadont ive formed an analogy If a sextillion mozzies dont bother you the absence of any attractions physical or cultural should …
GoogleMaps,Kakadu,"Always enjoy visiting Kakadu National Park. The landscape, flora and fauna offer an excellent backdrop for family holidays, having fun with friends, or simply relaxing."
GoogleMaps,Kakadu,"Most of Kakadu was under a shallow sea approximately 140 million years ago, with the escarpment wall formed from sea cliffs and Arnhem Land from a flat plateau above the sea.The escarpment rises 330 metres above the plateau and extends …"
GoogleMaps,Kakadu,Good it's different but out in the bush still go on some of the walks and it looks amazing a bit rocky for the walks but has some gorgeous waterfalls
GoogleMaps,Kakadu,Three days was not enough. An amazing part of the NT. I'll be returning to explore some of the longer walks.
GoogleMaps,Kakadu,I like the aborigines heritage sites and Gunlom infinity pool. The Motor Car Falls are also nice. Maybe more spectacular in wet season 😉 …
GoogleMaps,Kakadu,Yellow water cruise did not disppoint
GoogleMaps,Kakadu,I think Kakadu National Park is awesome and it has so many unusual and pretty stuff. You should definitely go there at least once in your life. ITS AWESOME
GoogleMaps,Kakadu,Older than can be imagined
GoogleMaps,Kakadu,"National Park for indigenous, with focus on indigenous culture. The river cruises at Yellow Waters was great... lots of wild life"
GoogleMaps,Kakadu,"What a place. Amazing. We saw the lot buffalo, Crocs, swam in water holes & had a great time as a family"
GoogleMaps,Kakadu,Kakadu is a national park filled with rich ancient history and the flora and fauna is a sight to see.You can spot crocs on billabongs and watch an array of local birds fly by.A must visit when your in the top end.
GoogleMaps,Kakadu,So expencive. 40$ per person even during the wet season where a lot of tracks are still closed. Many mosquitos. No free camp! They try to rip you off!
GoogleMaps,Kakadu,"worst experience ever, none of the sites or places of interest are opened and in some places you wont find out it is closed untill you drive 10km muddy road. suggest to go to litchfield national park, better view and better service."
GoogleMaps,Kakadu,Very interesting. Plenty to see.
GoogleMaps,Kakadu,Spend a few days or weeks exploring this amazing place. Book a tour and enjoy. You will never never know If you never never go
GoogleMaps,Kakadu,Amazing wildlife and fascinating pre-historic rock art sites.
GoogleMaps,Kakadu,Definitely in the top five best national parks in Australia. Highly recommend visiting this national park.
GoogleMaps,Kakadu,Beautiful area learned a lot about the indigenous people
GoogleMaps,Kakadu,Beautiful place. Lived there many years ago. Heaps to see and do. Great golf course in Jabiru.
GoogleMaps,Kakadu,"An amazing place with many hidden gems to explore, recommend multi day visits or hikes to have the best experience and coverage of the area."
GoogleMaps,Kakadu,Must go place and had to be part of your bucket list; doesn't matter which part of the world you live.
GoogleMaps,Kakadu,Kakadont. Expect you pay for an expensive park pass and all the goods spots are closed. Over-rated and commercialised .
GoogleMaps,Kakadu,i visted kakadu two months ago. Ihad know idea what to expect i was just blown away i dont think i will ever see such beauty again. sitting on top of a hill and watching the sun set was amazing and spiritual. …
GoogleMaps,Kakadu,This is an area that contains interests for all. Culturally significant for us in understanding our past history. The great tours and accommodation
GoogleMaps,Kakadu,Impressive. Best views from Ubirr. A tour to see Jim Jim falls and yellow water cruise recommended.
GoogleMaps,Kakadu,"Jim Jim Falls are incredible, just stunning. Also love Gumlom, Maguk, Ubirr and Nourlangie. A total privilege to visit"
GoogleMaps,Kakadu,"Australia's largest National Park. It's pretty sweet. Especially, if you're into your Birdlife and crocodiles."
GoogleMaps,Kakadu,Great walks and culture
GoogleMaps,Kakadu,Beautiful. But other people need to respect the wishes of the land owners and not take photos of the rock art particularly the demonds
GoogleMaps,Kakadu,Not sure why Google keeps asking me to review Kakadu...haven't been there...I'm sure its nice...heard good things...5 star.
GoogleMaps,Kakadu,Amazing place.. Wow
GoogleMaps,Kakadu,One of the most unspoiled and terribly beautiful landscapes in Australia. Must see for tourists and nationals alike. 10 out of 10.
GoogleMaps,Kakadu,"This place is stunning! It's hot with a million flies but worth it. I recommend a fly net.. In fact, I insist you get a fly net"
GoogleMaps,Kakadu,One of the best spot in Australia but unfortunately most of the park it is accessible only with 4wd or tour usually very expensive.
GoogleMaps,Kakadu,Too far!
GoogleMaps,Kakadu,Absolutely amazing! Even better than I ever could have imagined. Wish I had more time to spend here. Will definitely be back
GoogleMaps,Kakadu,You Pay 40$ per Person entrance additional camping. A lot of the signs on the walkingtracks are broken or unreadable... I would not visit this Park again.
GoogleMaps,Kakadu,Long ways to drive without anything to see. Nearly everything closed for season conditions. I would recommend Litchfield instead of Kakadu Park.
GoogleMaps,Kakadu,Sooo big! We only went for 2 nights and it is not enough time for it all. Make sure you have more time to see everything
GoogleMaps,Kakadu,"Magnificent, really enjoyed Yellow Waters, Cahils Crossing, Ubirr Rock, Nourlangie Rock and Crocodile Motel."
GoogleMaps,Kakadu,"Absolutely incredible, cant wait to go back"
GoogleMaps,Kakadu,Just amazing a place everyone must visit
GoogleMaps,Kakadu,Yellow Waters was great.... but you really need a 4WD for the dirt tracks to see the best of Kakadu
GoogleMaps,Kakadu,"Great camps in the park , awesome scenery , get there late in the wet season to make the most of the water falls"
GoogleMaps,Kakadu,"Great aboriginal art. Some good swimming holes, especually Maguk, upper and lower."
GoogleMaps,Kakadu,Absolute must see! Yellow River tour and then the aboriginal art sites. Really nice!
GoogleMaps,Kakadu,"Yellow waters cruise was fantastic. However, the rest of Kakadu is overrated and expensive imo."
GoogleMaps,Kakadu,Many nice places. But.. Many places closed during the wet season. (April and no water anywhere by the way)
GoogleMaps,Kakadu,"Yellow water, Nourlangie, Ubirr..., all good. Visit KaKadu in dry season, some attractions are closed in wet seasons."
GoogleMaps,Kakadu,Great place to visit
GoogleMaps,Kakadu,Outstanding aboriginal cultural heritage and well worth a few days sightseeing and swimming in the rock pools
GoogleMaps,Kakadu,This place blows my mind. So pretty in so many ways. Makes you wish that everywhere had hidden places of such beauty like this nearby.
GoogleMaps,Kakadu,"Very disappointed. Nothing at all like advertised. Aboriginal rock paintings were interesting, tjougj"
GoogleMaps,Kakadu,Insanely brilliant. The best national Park in Australia. Worth every minute here. Loved it.
GoogleMaps,Kakadu,"Great park....spend a few days exploring, especially the rock art. Jabiru was ⭐⭐⭐⭐⭐"
GoogleMaps,Kakadu,Would recommend really good views
GoogleMaps,Kakadu,Bucket list is ticked. Amazing places. So very huge! Try to get a local guide.
GoogleMaps,Kakadu,"Lovely, there are secrete swimming spots with waterfalls throughout."
GoogleMaps,Kakadu,Heaps of different things to see in this huge park! Lots of indigenous involvement in management and referral to them at different stops.
GoogleMaps,Kakadu,AMAZING place. Stunning water holes to swim and landscape sights to see.
GoogleMaps,Kakadu,Excellent place the wild life you will never never know if you never never go its an easy drive from Darwin
GoogleMaps,Kakadu,Great place.Ubirr with exquisite aboriginal art and distant views- Cahill crossing watching crocs washing over the causeway..
GoogleMaps,Kakadu,Loved cooinda and especially sunset boat cruise. Other places were overrun with school groups.
GoogleMaps,Kakadu,A great part of Australia to visit again. Shopping in town not back to normal yet after Covid
GoogleMaps,Kakadu,Australian. GAFFA. Remote but on bucket list. Long day in bus. Would be totally different in WET.
GoogleMaps,Kakadu,"Disappointed... Most of the places you see in the pictures are not accessible , accessible ones has very very bad corrugated road you kill yourself... EVERYTHING IS VERY EXPENSIVE.."
GoogleMaps,Kakadu,Put it on your must do list. Fantastic!
GoogleMaps,Kakadu,"Loved it, so much to see and do so much art rock falls and walks"
GoogleMaps,Kakadu,"We came during dry season so just lots of March flies, not much of anything else."
GoogleMaps,Kakadu,"Beautiful place, a 4x4 recommended if you want to see the best parts."
GoogleMaps,Kakadu,Lots to see and do
GoogleMaps,Kakadu,"Kakadu National Park first and largest NP in OZ what more can I say but ""outstanding"" specially in the wet"
GoogleMaps,Kakadu,It's the place to go for barra and crocs
GoogleMaps,Kakadu,"Disgusted as most l spoke to were, rangers waste time ground cooking fake aboriginal feasts rather than opening access to major attractions, mossies even bite though chairs"
GoogleMaps,Kakadu,"Make sure you do the East Alligator River Tour run by indigenous guides, it will make your trip worth it!"
GoogleMaps,Kakadu,Best place ever to visit
GoogleMaps,Kakadu,"Kakadu was bloody awful, Got mobbed by a bunch of boong dogs and got thrown spears at never going ever again they also stole my tent the bludgers ps knicks are bad"
GoogleMaps,Kakadu,An absolute must tick off on everyone’s bucket list. Beautiful and unique part of the world.
GoogleMaps,Kakadu,Some of the most beautiful natural wonders in the world all across the park
GoogleMaps,Kakadu,Such a lovely spot so much to look at great for bush walks and hikes
GoogleMaps,Kakadu,I just want to keep coming back here. One of the most spiritual and beautiful places on Earth.
GoogleMaps,Kakadu,My husband and I with our friends enjoyed it and also staying at Cooinda Lodge very nice
GoogleMaps,Kakadu,Literally paradise in a desert... Amazing.. Awe inspiring... Sensational... Must visit.. Must see!!
GoogleMaps,Kakadu,Really enjoyed our stops here (many!) during our Northern Territories exploration.
GoogleMaps,Kakadu,Loved it. Cahills crossing at high tide is an absolute must for every visitor
GoogleMaps,Kakadu,One of the best national park lots of activities and places to see
GoogleMaps,Kakadu,Camping & fishing is excellent still to catch legal barra though.
GoogleMaps,Kakadu,It was land of Dandy the Crocodile and it was like to travel to Mars. Amazing! Nothing like! Upside down as is!
GoogleMaps,Kakadu,Kakadu - where else can go from a dessert climate to a march in 100 miles. Crocodiles to Kangaroos.
GoogleMaps,Kakadu,The rock art was awesome. Love the waterfalls too!
GoogleMaps,Kakadu,"It ok, but they need better people working there, the one guy just kicked me like a mule."
GoogleMaps,Kakadu,Wow what a beautiful place. Lots to see and do.
GoogleMaps,Kakadu,Spectacular waterfalls. A 4wd is a must to really enjoy it though
GoogleMaps,Kakadu,"Worst national park I have been to, go to Litchfield for a better experience closer to Darwin"
GoogleMaps,Kakadu,"One of those life experiences everyone needs to remind them of the importance of environment, culture and inclusion."
GoogleMaps,Kakadu,"Awesome place. Do not miss any place, it is all worthy!"
GoogleMaps,Kakadu,it was pretty good but i got bit by a crocodile on my stay
GoogleMaps,Kakadu,Great flight around the park beautiful and spectacular waterfalls fantastic
GoogleMaps,Kakadu,Lovely land out there really nice to go fishing
GoogleMaps,Kakadu,Well worth the visit and do the various day trips
GoogleMaps,Kakadu,Great visit. Very busy and not even peak season.
GoogleMaps,Kakadu,Fantastic trip
GoogleMaps,Kakadu,Best place ever
GoogleMaps,Kakadu,Peace on water. Nature at it's best. Brilliant guide who was passionate about country
GoogleMaps,Kakadu,Depends a bit when you go but the park is pretty stunning!
GoogleMaps,Kakadu,Very beautiful place to visit so many things and places to see
GoogleMaps,Kakadu,"Worth doing the fly over, see all of it and pilot is veey knowledgeable with its history."
GoogleMaps,Kakadu,"Iconic Aussie park, rock art, geology n scenery n waterfalls"
GoogleMaps,Kakadu,"Simply amazing,nice park to visit once in life,nice landscapes"
GoogleMaps,Kakadu,It’s all closed! Drove into the Kakadu to find out they have closed almost all attractions! Really disappointed!
GoogleMaps,Kakadu,Awesome experience and getting to see crocs in the wild was a bonus.
GoogleMaps,Kakadu,Really fun place to go to but with lots of spiders
GoogleMaps,Kakadu,"You need to visit this place many times to appreciate it, maybe a tour first time."
GoogleMaps,Kakadu,Beautiful national park especially enjoyed gunlom falls
GoogleMaps,Kakadu,We loved this place. Take the boat cruz for sure
GoogleMaps,Kakadu,Magical place. With nature and culture. I highly recommend the Kakadu cultural tours.
GoogleMaps,Kakadu,"Great boat trip with well informed guide, watch for crockery."
GoogleMaps,Kakadu,"Kakadu is a must do once in your life. So much to see, beautiful scenery"
GoogleMaps,Kakadu,A beautiful place but be careful. I was killed by a crocodile here.
GoogleMaps,Kakadu,"Simply amazing, couldn't believe how stunning the views were. Pictures simply don't do it justice."
GoogleMaps,Kakadu,One of the best national parks in all of Australia.
GoogleMaps,Kakadu,Yellow water cruise Cooinda fabulous Warradjan very interesting.
GoogleMaps,Kakadu,"Nice swimming pool, good facilities. Got a visit from a dingo as well."
GoogleMaps,Kakadu,Beautiful national park!
GoogleMaps,Kakadu,Amazing place!
GoogleMaps,Kakadu,Only did yellow waters. Always great . Didnt see much else
GoogleMaps,Kakadu,Loves it and see things around at Kakadu national park
GoogleMaps,Kakadu,Easy drive out from Darwin on bitumen. Check access first if wet.
GoogleMaps,Kakadu,Some very beautiful spots to see bring the mossie replant
GoogleMaps,Kakadu,Yellow water cruises
GoogleMaps,Kakadu,Great experience learn about nature and why we must respect the nature
GoogleMaps,Kakadu,A must 😉 …
GoogleMaps,Kakadu,Awesome place highly recommend to people AAA must too see
GoogleMaps,Kakadu,It is beautiful and very nice place to visit
GoogleMaps,Kakadu,"Should be on every one's bucket list, an ancient landscape still inhabited by an ancient people."
GoogleMaps,Kakadu,"Overwhelming, a must see, a full day exploring not enough time ,options are endless ,will visit again"
GoogleMaps,Kakadu,Park was nice but the Rangers where yelling at when I went for a swim in the river.
GoogleMaps,Kakadu,Worth the money. Excellent knowledgeable guide. Picturesque.
GoogleMaps,Kakadu,"I would like to see it for myself someday, but God knows how hard that would be!"
GoogleMaps,Kakadu,Not worth the money $40 ppy to get in and camping $15pp it's a rip off
GoogleMaps,Kakadu,Great outback experience
GoogleMaps,Kakadu,"Scenery,Culture,Artwork, Environment just beautiful."
GoogleMaps,Kakadu,Well worth the trip. Don't forget to look at Lichfield also.
GoogleMaps,Kakadu,"Lots of kaka, but nothing to du."
GoogleMaps,Kakadu,"Nice place, great views and outdoor location : )"
GoogleMaps,Kakadu,Great place to visit. Gets hot and humid.
GoogleMaps,Kakadu,Enjoyed a brief but beautiful visit. Ubirr is a must
GoogleMaps,Kakadu,I live here so I love it. Peace and serenity
GoogleMaps,Kakadu,Absolutely amazing experience...would recommend it to anybody.
GoogleMaps,Kakadu,Camping in Kakadu in one of the NP camps was nice and quiet
GoogleMaps,Kakadu,You never never know if you never never go . Place is epic
GoogleMaps,Kakadu,Alligator River is full of Crocs..Do not go in the water..
GoogleMaps,Kakadu,"Fantastic place, fascinating culture, scenery beautiful"
GoogleMaps,Kakadu,Great place to go hiking and camping.
GoogleMaps,Kakadu,Beautiful spot but VERY overpriced. Litchfield is much better value.
GoogleMaps,Kakadu,Cost you a lot of money for nothing special. Better go to Gibb-River-Road or Karijini
GoogleMaps,Kakadu,Enjoyed it soooo much that we would go back again!
GoogleMaps,Kakadu,What a lovely place
GoogleMaps,Kakadu,Beautiful national park!! Will be back soon!!
GoogleMaps,Kakadu,"Wow😍. I like this country. And, i want to go to australia. BUT I CAN,T😭😭😭😭😭 …"
GoogleMaps,Kakadu,Professional guides and Rangers. Great place to stay and visit.
GoogleMaps,Kakadu,Best part was the Yellow Waters sunset cruise
GoogleMaps,Kakadu,Unfortunately most things were closed. Next time. Hopefully
GoogleMaps,Kakadu,Not many level areas. Basic drop toilets.
GoogleMaps,Kakadu,"Not a patch on the Kimberley. Winter only, unless you want to melt from the heat."
GoogleMaps,Kakadu,Need 2 to 3 days to enjoy this natural park
GoogleMaps,Kakadu,The absolute greatest place on Earth. There is hardly even a close second.
GoogleMaps,Kakadu,Plenty to see & do!
GoogleMaps,Kakadu,"Really pretty, VERY tourist orientated."
GoogleMaps,Kakadu,Loved it.Did a scenic flight which was fab
GoogleMaps,Kakadu,I've seen better uranium deposits
GoogleMaps,Kakadu,Always a delight to see the changing seasons reflected on the landscape..
GoogleMaps,Kakadu,Amazing. Stunning Australian countryside. A must see
GoogleMaps,Kakadu,Great place to visit. Park a bit tired.
GoogleMaps,Kakadu,when i went we had to fight some crocs but thats australia
GoogleMaps,Kakadu,Thoroughly worth a visit over several days.
GoogleMaps,Kakadu,"Just simply unbelievable. Take a plane flight, it’s a must!"
GoogleMaps,Kakadu,very bituful i lice thas aninals and plans peoples verie fryndly
GoogleMaps,Kakadu,Love Kakadu. Love the NT. X
GoogleMaps,Kakadu,good place to swim the crocs arnt thaaaaat bad
GoogleMaps,Kakadu,Such a beautiful place here in the Northern Territory
GoogleMaps,Kakadu,Love this place for its difference to down south in Victoria.
GoogleMaps,Kakadu,"Breathtaking, my highlight of 6500 km journey"
GoogleMaps,Kakadu,"Do it, you won't regret it."
GoogleMaps,Kakadu,"Lots to see, but so spread out. Day trip to get anywhere."
GoogleMaps,Kakadu,Love the place. Looking forward after covid
GoogleMaps,Kakadu,"Another world. Surprising rough beauty, changes all year round."
GoogleMaps,Kakadu,"Wonderful, breathtakingly beautiful, a must in your lifetime"
GoogleMaps,Kakadu,The best national park in Australia? Maybe.
GoogleMaps,Kakadu,Wonderful place to visit so much to see
GoogleMaps,Kakadu,"What an awesome place, can't get enough."
GoogleMaps,Kakadu,Awesome. U need a month to see it all
GoogleMaps,Kakadu,Amazing scenery rockpools and wildlife
GoogleMaps,Kakadu,Loved the yellow waters cruise but Kakadu overated
GoogleMaps,Kakadu,One of the worlds most amazing places
GoogleMaps,Kakadu,Makr sure you check what will be opened based on the season before you go
GoogleMaps,Kakadu,Awesome experience. Park your was a highlight
GoogleMaps,Kakadu,Very inreresting pkace well worth the visit.
GoogleMaps,Kakadu,Fantastic
GoogleMaps,Kakadu,Absolutely stunning and so amazing and beautiful
GoogleMaps,Kakadu,The cave paintings alone are worth the visit
GoogleMaps,Kakadu,Walking on an Uraniumfield does not Sound cool.🤔 …
GoogleMaps,Kakadu,Very nice but be careful with the voracious mosquitoes
GoogleMaps,Kakadu,Liked it even if it was extremely dry.
GoogleMaps,Kakadu,"We went with territory expeditions, it was the best"
GoogleMaps,Kakadu,"Amazing place, well worth a visit"
GoogleMaps,Kakadu,How can this place only have 4.5 stars! It's a masterpiece
GoogleMaps,Kakadu,Beatiful Place! Can definitely recommend.
GoogleMaps,Kakadu,Amazing Park to visit in Australia!
GoogleMaps,Kakadu,Worth to visit eaten alligator crossing see crocodiles
GoogleMaps,Kakadu,Really great natural look out!i
GoogleMaps,Kakadu,Paradise
GoogleMaps,Kakadu,Must do more to see next time.
GoogleMaps,Kakadu,Heaps to look at. Gorgeous place
GoogleMaps,Kakadu,Pristine wilderness - great from the air too 😎 …
GoogleMaps,Kakadu,Everyone should visit this place at least once in your life
GoogleMaps,Kakadu,Kakadu national Park is a deadly place to go to ok
GoogleMaps,Kakadu,Special place on many levels. Worth the visit...
GoogleMaps,Kakadu,Great place
GoogleMaps,Nitmiluk (Katherine Gorge),"We came here for the 2 Gorge tour. Depending on the time of year you can do it in either 1 or 2 boats, ours was 2 boats. The guide is very knowledgeable about the area. I have to say we really enjoyed the trip. We picked the right time …"
GoogleMaps,Nitmiluk (Katherine Gorge),"Ideal place to go for a hike or if you’re into a relaxed scenic tour without the workout, they offer ferry and helicopter tours. Very peaceful place with beautiful …"
GoogleMaps,Nitmiluk (Katherine Gorge),We thoroughly enjoyed our time on the four-hour Three Gorges Tour operated by Nitmiluk Tours in June 2025. We took the 9.00am tour on a Tuesday. …
GoogleMaps,Nitmiluk (Katherine Gorge),"It was an amazing place to visit. Definitely take the 2 hour river cruise. It was just beautiful with a stop at one of the gorges for a swim, so do take your swimsuit and have a dip."
GoogleMaps,Nitmiluk (Katherine Gorge),Unreal views. The tour guide we had was the best. Can't remember his name but his knowledge of the gorge and Aboriginal background made for a great experience.
GoogleMaps,Nitmiluk (Katherine Gorge),"If in Nitmiluk you must try a gorge tour. I wish I did the kayak as I was told it was up current first then come back, but there is very little current. Lovely scenery and felt professional and safe!"
GoogleMaps,Nitmiluk (Katherine Gorge),"The view from the top of Katherine Gorge is absolutely worth the climb. From Baruwei Lookout, you get a sweeping panorama of the gorge, river, and surrounding cliffs. Perfect spot for sunrise or sunset — peaceful, scenic, and unforgettable."
GoogleMaps,Nitmiluk (Katherine Gorge),"A must-see if passing through or staying in Katherine. Book a gorge cruise online. There are varying cruises to choose from depending on your time and budget. All cruises are guided which provides the history of the gorge. Ensure you stop by the visitor centre for a coffee, cold drink or meal."
GoogleMaps,Nitmiluk (Katherine Gorge),"I had a fantastic experience with Nitmiluk Tours! Holly and Russell were amazing guides. I really enjoyed Russell’s explanations of the history of the gorges and appreciated his great sense of humor. His jokes resonated with me, making the tour both educational and entertaining. Highly recommend!"
GoogleMaps,Nitmiluk (Katherine Gorge),"Great experience. Very well organised and Rachael our guide and skipper was excellent- she shared insightful information about the culture, geology and history of the gorge and surrounding lands and she peppered her commentary with some dry …"
GoogleMaps,Nitmiluk (Katherine Gorge),"Tory was an excellent, quirky guide. The Gorge is a visual feast, the short walk was very interesting and overall a great experience."
GoogleMaps,Nitmiluk (Katherine Gorge),Loved Katherine Gorge. The 2 hour river cruise was amazing. Highly recommend it. Tour guide was funny and informative.
GoogleMaps,Nitmiluk (Katherine Gorge),Loved our visit to Nitmiluk. Did the 14km loop out to the 2nd lookout the 1st day and canoe trip up to the start of the 4th gorge 2nd day.
GoogleMaps,Nitmiluk (Katherine Gorge),"We did the two gorge boat ride in the morning with a fantastic guide named Mahli. She was very knowledgeable, funny and friendly. She did an excellent job driving the boat in tricky conditions at times and spotting lots of wildlife for us. …"
GoogleMaps,Nitmiluk (Katherine Gorge),It's truly a remarkable place... The videos are shortened so here are a few photos. Just do it I you are up this way.
GoogleMaps,Nitmiluk (Katherine Gorge),Well worth the time. Went in the dry season. Would be great to see in the wet.
GoogleMaps,Nitmiluk (Katherine Gorge),Great natural gorge that can be accessed by cruise or canoe trip. I did a sunset cruise with dinner and it was awesome. I also did helicopter flight to see all 13 gorges.
GoogleMaps,Nitmiluk (Katherine Gorge),"Astonishing nature wonder. Spend a day there so you can see the crocks, the births, the moment."
GoogleMaps,Nitmiluk (Katherine Gorge),"Our guide was excellent. Informative as well as entertaining and he welcomed questions. We loved his droll sense of humour and deadpan delivery. Though we didn't see a crocodile, we were awed by the majesty of the sandstone cliffs. Saw some birds and a wallaroo."
GoogleMaps,Nitmiluk (Katherine Gorge),"Loved it. Unfortunately, due to the river rising, we couldn't get to the second gorged but they took us a waterfall we enjoyed."
GoogleMaps,Nitmiluk (Katherine Gorge),"When staying in Katherine, visit the Nimiluk Gorge and do the cruise, it is great."
GoogleMaps,Nitmiluk (Katherine Gorge),The dinner cruise is simply superb. Comfortable boats great guide and food to die for while floating blissfully down the gorge on the way home. Bread was great but did fill you up a bit to the detriment of fully appreciating the lovely …
GoogleMaps,Nitmiluk (Katherine Gorge),Fantastic scenery all round. You can walk from the info centre up many steps to a look out and/ or book a boat cruise or self guided canoe trip up the 3 gorges. Cost from $100 - $180 pp. Amazing chilled water tap at the toilets too!!
GoogleMaps,Nitmiluk (Katherine Gorge),"We did the breakfast cruise, was nice but wish we had done the 3 gorges journey"
GoogleMaps,Nitmiluk (Katherine Gorge),"I did the half day canoe trip and sunset cruise dinner. The dinner was a great experience. The food was amazing, and the view was spectacular. The guide was very knowledgeable. The canoe trip is a great activity. I would only do a half …"
GoogleMaps,Nitmiluk (Katherine Gorge),Exceptional! The cruise itself was informative and breathtaking. Well worth the total cost. Then came the food. I am incredibly fussy but this was next level on what could be done on a boat based bbq. The food was divine. Basically if you are in Katherine you would be a mug not to do this.
GoogleMaps,Nitmiluk (Katherine Gorge),"We went on a cruise up the Gorge and our tour leader was a fantastic young man (Langdon?) Who told us wonderful stories about the Gorge's history, the crocodiles and the structure of the Gorge. He gave us so much information in a very …"
