source,place,comment
TripAdvisor,Alice Springs Desert Park,"My wife and I live in Alice and this is one of our favourite places to spend an afternoon. Walking amongst the trees, watching all the birds and stopping by to see the resident dingoes...it doesn't get any better."
TripAdvisor,Alice Springs Desert Park,We were disappointed that there was not more to do and see at the park. We were surprised to find that the the entry fee did not include all shows but one had to pay more. The best feature was the movie at the beginning and the spectacular view as the movie finished.
TripAdvisor,Alice Springs Desert Park,We were very pleasantly surprised by the desert park. The bird show was amazing and the presentation by Jeremy about aboriginal tools and culture was funny and informative. We spent 5 hours there and could have stayed a lot longer. I would have liked more information on the flora but the area is easy to negotiate and there is plenty to see. Make sure you watch the movie.
TripAdvisor,Alice Springs Desert Park,"We got more than we expected from our visit to the desert park. If you're at all interested in the land you're visiting, this is a must-do. You'll see everything with different eyes after this tour. Recommended."
TripAdvisor,Alice Springs Desert Park,Could stay all day. Excellent bird show. The aboriginal talk from Jeremy was great. He really explained their culture very well and entertaining. Kiosk available but advise you go for the burgers! Wish I had more time to explore this wonderful place.
TripAdvisor,Alice Springs Desert Park,"This was such a good place to visit and so, so interesting. We learnt a lot about desert life and the animals that inhabit this fascinating environment. The reception staff were very helpful and light-hearted. The guides were very knowledgable, especially Matt. We really enjoyed the bird display - totally amazing! Definitely 3 hours well spent."
TripAdvisor,Alice Springs Desert Park,"We had hopes of entering but with 4 adults @ $32 a head, we got as far as the entry and the gift shop. A family of 4, 2A 2C could enter for $87 so we said we are three seniors and one adult, we can manage the $87 but we were refused. 2 of our party were overseas seniors but their seniors cards from their country were not recognised either....do these people WANT to make money and get people thru the door or not? They could have made $87 but chose not to. We walked."
TripAdvisor,Alice Springs Desert Park,"This park is beautifully laid out on sandy, gravel paths. There are scheduled talks on indigenous culture, flora and fauna throughout the day. The highlight for us were the bird enclosures. Fascinating to be so close to some of the most beautiful avian residents of the NT. The Rangers were knowledgeable and friendly. Plenty of seating and interpretive notes. The cafe was basic but filled a need. It was a pleasure to meet so many young indigenous people smiling and happy."
TripAdvisor,Alice Springs Desert Park,We had a wonderful day at Desert Park with our guide Damien. A very informative guide who also had a sense of humour. The free flight bird show was excellent and informative whilst allowing many photo opportunities. Although hot there was plenty of shade and water stops. The lunch was excellent with a wide choice catering for all dietary requirements. The little cafe was pleasant and clean and a great spot to buy a cool drink or ice cream. The souvenir shop was well stocked with lovely stafff
TripAdvisor,Alice Springs Desert Park,This is one of our favorite places to visit in Australia. A perfect place to see Aust wildlife in as natural setting as possible. Staff are super friendly and knowledgeable. Everything well maintained and easy to get around. An early start was worth getting up early for. It meant that there were less people and more active animals.
TripAdvisor,Alice Springs Desert Park,"We really enjoyed everything, well designed not overwhelming made for a relaxing experience. Highlight was the aboriginal talk from Jeremy really interesting, informative kids enjoyed this the most as well. The cafe was very affordable and good food too."
TripAdvisor,Alice Springs Desert Park,"It's like a zoo only much better. Be sure to watch the 15 minute movie at the entrance and stay til the end for a surprise. We missed the bird show, but went to the presentation on surviving in the desert given by Damien. It was really interesting and entertaining. There are so many animals to see, large and small. You even get to walk through the kangaroo enclosure and be right next to them. There are also emus and dingos. It gets really hot so try to go early. They opened at 7:30 the day we went."
TripAdvisor,Alice Springs Desert Park,"Easily a Eco- world leader introducing strange and wonderful habitat and animals in the Australian desert. Huge habitat cages allow you to enter for free movement and ample story boards describe which animals are living there. Be sure to catch the Birds in Free Flight module, and learn about bush tucker from Aboriginal ranger. A very well stocked gift shop and cafe, too."
TripAdvisor,Alice Springs Desert Park,"We loved the bird show (even a trained magpie), very well presented. The desert survival / bush food talk was fantastic - learnt so much about the way indigenous gathered food and how people's interacted with each other. Nocturnal house was great, walking in the dark we saw quite a few things we had not seen before)."
TripAdvisor,Alice Springs Desert Park,"The Desert Park is absolutely great! The walks are simple but refreshing and relaxing, allowing you to get a sense of the diversity of semi-arid vegetation. With all the rain, the flowers were absolutely blooming and it was really beautiful! The aviaries were stunning, with gorgeous birds, and the nocturnal house is great, allowing you to see critters that you are unlikely to ever see, particularly during the day. The food at the cafe was well priced and tasty. All in all, a great day out!"
TripAdvisor,Alice Springs Desert Park,"So much to see at this park, the shows are really interesting and the gardens and grounds are immaculately maintained."
TripAdvisor,Alice Springs Desert Park,"We were part of a group from the Ghan Expedition, so treated to a range of guided activities prearranged by Great Southern Rail. After walking a short distance through the attractive setting of the park, we sat to watch the Flying Bird Show. Those of us who have seen a similar show at Healesville Sanctuary, near Melbourne, had a good idea of what to expect. Different birds are released from a hidden enclosure at specific times and fly right to the presenter. It's fascinating to watch birds - such as eagles, a bustard, a magpie, kites and an owl - interact with the presenter. An aboriginal man then told us how to make different implements. He was both amusing and clever. For lunch, staff from the Ghan had prepared a delicious array of salads featuring local ingredients and cold meats, plus lemon pie. We ate outside in the area of Madigans Restaurant. We then watched a movie in the theatre before having a Wander through the Woodland. Next was a tour of the nocturnal house, and the desert rivers discovery walk. I loved seeing the tiny animals that only come out at night. Explanations from our guides were really interesting. In my view, a day spent at the Desert Park is a must when you are in Alice Springs."
TripAdvisor,Alice Springs Desert Park,"The Desert Park is certainly a ""must see"" destination for the Alice Springs visitor who has any sensitivity to the desert environment, it's vegitation and wild life. An early morning visit in the cool of the day is recommended in the late spring and summer months when the sun and heat of the day can be debilitating if not dangerous to those not familiar with this environment."
TripAdvisor,Alice Springs Desert Park,"I LOVED this place. If you love animals and birds, this place is fabulous. We took our time walking around clockwise to time ourselves with the Bird Show in the afternoon. I've been to the Healesville one so I was expecting something similar. The host was very informative and you really got a sense of the birds personality. However, we didn't have a Buzzard or Wedge-tail Eagle in our show. The kids were some what disappointed as the advertisements are everywhere but perhaps they were having an off day or get rested on some?? The birds we did see were magpie, 2x owls, 2x kits, a hobby, bush stone-curlew. And they were all exceptional!! Very cool. Also need to mention the Nocturnal House was excellent! Loved every minute I was in there."
TripAdvisor,Alice Springs Desert Park,"We spent a couple of hours walking around the park and really enjoyed it. It is not all that cheap for what you get, but this is compensated for by the knowledge that some of the money goes towards helping the survival of endangered species. There quite a few ""ranger talks"" and these definitely make the visit worthwhile, so look these up before you go and time your visit to do as manly of these as possible. My advice is go and enjoy it."
TripAdvisor,Alice Springs Desert Park,"I'm not a fan of zoos or places that incarcerate animals, but the accommodation at the Desert Park seems reasonable, clean and well kept. We paid extra for an encounter with a wedgetail eagle, which was interesting, although it didn't seem to like my partner much (although she's the bird fan). The photographs taken as part of the experience clearly showed our discomfort in being close (both us and the eagle). The eagle's keeper was knowledgeable and seemed committed to the animals welfare, and because the eagle was unable to fly due to an injury early in life, the Park provides the eagle with a reasonable life. We also toured the other sections of the park: dingo, kangaroos, nocturnal animals, birds and so on. We also went around the nocturnal section with a guide, and saw some animals that weren't around the first time. Again, the guide was knowledgable about the animals. We finished with the bird encounter, which allowed us to see a number of birds in flight, up close. For that reason, it is worth a visit. However, I have a philosophical objection to training animals to perform party tricks. In summary, not a bad place to visit, but if you take the trouble, you can see a number of the animals in the wild, on their terms."
TripAdvisor,Alice Springs Desert Park,This park offers an amazing window into animal life in the desert. It also highlights different areas in the desert and what each one can provide for animals and humans alike. I really enjoyed the Bird Show and there were lots of other interesting talks to attend at other ares in the park.
TripAdvisor,Alice Springs Desert Park,"This was a complete surprise... Heaps to learn and see. A little off-putting at first with a $32 entry fee, but once you get over that there is some great stuff to learn and see."
TripAdvisor,Alice Springs Desert Park,"While it was a wedding that initially got us to this location, there is plenty of things to see and do here. An absolute must is the Bird Ampitheatre as I was generally surprised at how the handlers/trainers managed to coerce all these different styles of birds out in a ""free"" environment given any time they could simply fly away - an amazing show. Other exhibits there are also worth checking out"
TripAdvisor,Alice Springs Desert Park,"This is a must do when visiting Alice. We were there mid September, weather was perfect for sightseeing. You could spend as much time as you would like at the Park. We also were lucky to be in Alice in the Park for their Festival of Light event. Well worth seeing. Overall very impressed with the Park."
TripAdvisor,Alice Springs Desert Park,"I only spent the morning here but you can spend the entire day if you can tolerate the heat. They have a very good collection of birds- lots and lots of photo opps. There is a nocturnal animal building which is really neat to see. It is pretty dark in there. I am not sure if you are able to use flash here. I did not use flash out of respect for the creatures- its not natural. Since it is Spring time, the wildflowers are blooming which made the walk quite pleasant. If you are in Alice Springs, this place has to be on your places to visit."
TripAdvisor,Alice Springs Desert Park,"Visiting the desert park is an experience that highly increases your knowledge about the central desert environment, the flora and the fauna and the Aboriginal local culture of the Arrente people. I am extremely happy I spent a whole day in the park, attending all the shows and talking of the amazing, outstanding guides working there!!! Thank you for all the information you all guys provide the visitors with! Highly recommended to everybody, youngest and adults!! Silvia"
TripAdvisor,Alice Springs Desert Park,Excellent facilities and such different experiences in each region of the desert. Wished we had longer to experience this amazing site.
TripAdvisor,Alice Springs Desert Park,"Get a taxi from central Alice to the Desert Park. Entry fee is $52 Take your own food and drink and be prepared to spend all day there. Make sure you go to all the shows, the bird show is spectacular and the guided tour around the nocturnal house. Use the map to make sure you do all the walks and a must- look at all the aviaries."
TripAdvisor,Alice Springs Desert Park,"There is a lot of walking around here and for older people,this could be very tiring. Especially if it's hot. Like it was the day I went. Take plenty of water. Flight show was good."
TripAdvisor,Alice Springs Desert Park,"It was awesome to see the variety of animals on display. The bird show was almost worth the admission price on its own, the bicturnal house is excellent and the bird life is extensive. Some more mature sign board with a bit more info could be good but overall, a reasonable adventure."
TripAdvisor,Alice Springs Desert Park,"Great place to visit - lots of birds (both in the wild and in aviaries) and some animals, most notably Kangaroos which do come very close to you. Nocturnal house is excellent as is the bird show."
TripAdvisor,Alice Springs Desert Park,"This was a wonderful introduction into the flora and fauna of the area. My guide was knowledgeable and forthcoming taking us around showing us the different animal species of the area. They had a bird show, excellent. It is a man made park with easy walking trails. The surrounding scenery was magnificent. I highly recommend."
TripAdvisor,Alice Springs Desert Park,This park is very informative and the grounds and surrounds are just beautiful. Kids under 5 are free and there is enough going on to keep them occupied. There is a really cool nocturnal animal section that our nearly 4 year old loved.
TripAdvisor,Alice Springs Desert Park,"This park gives you a close up look at the different desert environments. Easy walking paths, shelters from the sun, cool drinking stations and good food at the Coolamon Cafe. Good for all ages but if you are a bird lover you will be able to get up close and personal with many of the local feathered friends. Nocturnal house was spectacular. Flying bird show was very informative about many of our native birds. As we are bird lovers it wasn't a problem spending 4 hours here getting fantastic photos of birds, lizards etc."
TripAdvisor,Alice Springs Desert Park,"We only had an hour at the park as part of our tour so chose to go to see the nocturnal animals. It was fabulous - much bigger than we expected with lots of wildlife - snakes , spider, lizards, rats, bilbies. It was fun trying to spot them as a lot of them have good camouflage. Will definitely return to the park next time we are in Alice Springs to see the rest of the attractions here and the nocturnal animals again."
TripAdvisor,Alice Springs Desert Park,The Desert Park isxa great little zoo. The nature show in particular is terrific with beautifully trained birds and animals that gives insight into life in the desert. It also has lovely walks through different environments and interesting talks by local experts.
TripAdvisor,Alice Springs Desert Park,The Alice Springs Desert Park was truly amazing. If you're going to do a tour of The Red Centre you should start at The Alice and visit the park to give yourself a grounding in how it all fits together. The bird show on its own is worth the admission. Take your time and make a day of it. Join in as many of the 'activities' as you can. Each one is a learning experience. And the grounds are so well laid out that get the feeling of being alone in the natural environment.
TripAdvisor,Alice Springs Desert Park,"Beautiful, tranquil it makes you feel part of the outback. Ideal for long hikes or just to take time out from life."
TripAdvisor,Alice Springs Desert Park,"The Alice Springs desert park is set out well with a good scale and range of desert fauna all easy to access and see. Great bird show and fantastic range of birds o lots of enclosures, many you can walk through. The only downside was the cafe: I would recommend skipping it and lunching or snacking elsewhere."
TripAdvisor,Alice Springs Desert Park,"This was a surprise. Well laid out, many native plants and animals. Ensure you have time to look through the Nocturnal Complex. Cafe attached."
TripAdvisor,Alice Springs Desert Park,"This is a must best day we had, the free flight bird show is of International standard a must see. They have dingo and lots of birds and animals in there natural surrounds. We also went to a few informative talks about bush plants for food and medicine EXCELLANT !!!!!"
TripAdvisor,Alice Springs Desert Park,"This was my first time at the Desert Park as it did not exist when I was last in Alice Springs. I particularly loved the bird show, and that is not be missed. All very clever with the birds re acting to the speaker's voice and gestures. Of course they were fed! There are other attractions too, such as the nocturnal pavilion. The wild flowers were coming out in spring and the Desert Park is not to be missed in Alice."
TripAdvisor,Alice Springs Desert Park,"Amazing rainy day in Alice but still lovely day at Desert Park - last days of bird art show, also - I'm broke - laughing"
TripAdvisor,Alice Springs Desert Park,Great. Trip advisor is a PIA demanding that I woffe on when I have no desire to do so. They need to accept what people are prepared to do and not be so forcefull.
TripAdvisor,Alice Springs Desert Park,"what a wonderful assett to Alice Springs. only a short distance out of town and we spent all day going to various events around the park, and the cinema was excellent. staff fantastic, beautiful and clean, well kept, fantastic flaura and fauna. cant rate it high enough."
TripAdvisor,Alice Springs Desert Park,"This Desert Park venue is amazing. As pensioners the cost of admission was $25:50 each. This was absolute value for money. Happy, professional staff, premises are very clean and beautifully presented. The presentations at each enclosure were very, very good. We had a fabulous day. Don't wear your sunnies into the nocturnal enclosure ( as I did), as visibility is poor then."
TripAdvisor,Alice Springs Desert Park,We arrived early and had a lovely few hours. We particularly enjoyed the talk by the ranger at the red kangaroo enclosure. The world famous bird show was fabulous. The staff were very friendly and helpful. Plenty more to do and see if you had longer. Would highly recommend.
TripAdvisor,Alice Springs Desert Park,"We visited the Desert Park from early morning until well after lunch (in the excellent cafe), then we returned at night for the wonderful Nocturnal Tour. Dedicated staff, always available and ready to assist with their comprehensive knowledge of the flora and fauna of central Australia"
TripAdvisor,Alice Springs Desert Park,We didn't know what to expect with this tourist park and were pleasantly surprised. People are free to wander around and enter the enclosures included in the walk to view the local wildlife. The centre also offers talks at certain times of the day to inform visitors of the habits of the local wildlife. Very interesting.
TripAdvisor,Alice Springs Desert Park,"I thought the Desert Park was fabulous, the bird show was great and I also attended the Aboriginal foods talk which was excellent. Customer service was brilliant and I would happily recommend a visit"
TripAdvisor,Alice Springs Desert Park,"Arrived after lunch but when we saw how much was on offer, we came back early the next day. Did all the guided tours, which are all timed so you can get to everything. The Birds of Prey show was spectacular, as was the Eagle Encounter. Well worth the extra money to see that. The Nocturnal House is seriously huge, with an amazing array of creatures to see. We had the best day, and definitely recommend this to anyone visiting Alice Springs."
TripAdvisor,Alice Springs Desert Park,"Alice Dprings Desert Park is 7km out of Alice Springs, but can be easily reached by car, bus or cycle. It's $32 per person and well worth it. The park is beautifully set out with a variety of walks through different habitats The bird exhibits are wonderful and there is plenty of room for the birds to fly around. The birds are easy to identify from the signage There are birds of prey shows and a nocturnal house and a free audio tour. The plants lining the walls are pretty and change between habitats. I wish I could have stayed longer"
TripAdvisor,Alice Springs Desert Park,"Visited the Desert Park in August 2016. Mainly birds in large enclosures spread out around the park so involves some walking. The nocturnal house is absolutely fantastic and the guide who gave a talk was very informative and interesting. It is an absolute shame so many of the creatures in there are now so rare in the wild. The guide who gave a talk on the dingoes there was also very good and happy to answer questions. The flying display was, however, the best part of the whole visit. How they got the birds to turn up and perform as needed was something else and the lady who gave the talk was very entertaining, informative and had a real rapport with the birds. Definitely recommended!"
TripAdvisor,Alice Springs Desert Park,"We visited the Park at the end of our stay at Uluru and in the MacDonnell ranges. During our many walks we haven't seen much animals: here we could see them, kangaroos, emus, reptiles and in particular, many colorful birds. The park is very nicely arranged, there is a show with large birds. The visitors centre has a shop with a very good collection of aboriginal art."
TripAdvisor,Alice Springs Desert Park,"Had a wonderful day at the dessert park. They give a wrist band , so that you can leave and come back later in the day. The Aboriginal lady who was doing a bush tucker etc presentation was very informative and had the crowds attention with her stories. Well done to her."
TripAdvisor,Alice Springs Desert Park,"Wasn't sure what to expect here but throughly enjoyed the three hours we had here. A Coach tour of 34 pax, we were guided through the park and our guide explained a lot about the aboriginal culture which was very interesting. The bird show at the end was amazing as the birds came in right on Que. Amazingly well trained. Great job. Highly recommend a visit."
TripAdvisor,Alice Springs Desert Park,"A very pleasant way to see many of the indigenous plants, animals and birds all in one location. The access around the park is easy and wheelchair/Pram friendly, and the aviaries with all the birds were especially nice, as some species are difficult to see in the wild! Very enjoyable."
TripAdvisor,Alice Springs Desert Park,Visited here on a whim while driving through. Great staff. Learnt so much about the kangaroos and different birds. Loved the nocturnal house! Amazing seeing the great brown snake come fave to face with my boyfriend through the glass!!! A fabulous day out!
TripAdvisor,Alice Springs Desert Park,"Great for all ages, accessible for all & they always have events & programs running. Great helpful & friendly staff. Don't miss the bird show!"
TripAdvisor,Alice Springs Desert Park,Would recommend a few hours here to see all the presentations and the animals. Lots of walking but great tracks to walk on. Talks given and bird display interesting
TripAdvisor,Alice Springs Desert Park,"A fantastic park to visit to see wild flowers in bloom, native wildlife, birds, fish and reptiles. Staff very friendly and happy to answer questions about the animals and park. A great bird show. A great place for couples or families to spend a few hours"
TripAdvisor,Alice Springs Desert Park,"before we go there, we have low expecting of the park. thinking probably a few emu, kangaroo and birds only. it is surprise that there are so many animals there. And it can be dangerous in small bush in the desert. My wife is scared and excited. good to know."
TripAdvisor,Alice Springs Desert Park,"Spent a great afternoon looking around the Desert Park. It is well set out, especially if you like birds. The bird of prey was interesting loved the magpie. The young girl was great with the birds or raptors. Would have liked to have seen an eagle but it was still good. The dingos, kangaroos, emus were easily seen. Very clean and well set out. A good way to spend an afternoon."
TripAdvisor,Alice Springs Desert Park,"This place is great kids enjoyed it especially the feeding in the nocturnal room , great display of dessert animal's"
TripAdvisor,Alice Springs Desert Park,"This is a family trip with grandma, children and grandkids. Great place to learn and explore about central Australia for all ages!"
TripAdvisor,Alice Springs Desert Park,"Alice Springs Desert Park........A great place to visit. Great guides, great food, awesome views and information, great staff. A beautiful and historical place. Put it on your ""have to visit"" list."
TripAdvisor,Alice Springs Desert Park,"A great park which has been well laid out, and there are lots of exhibits which give the visitor a good insight into local flora and fauna. Having said that, the park is a must see for any bird fans, and I would highly recommend to plan your visit to coincide with the ""Free Flying Bird Show"" - which are currently shown at 10.00am and 3.30pm. The Nocturnal House is world class and must not be missed."
TripAdvisor,Alice Springs Desert Park,"This is a great introduction to the amazing animals of the red centre. You could easily spend most of the day there. If at all possible, don't miss the free flying bird show which is at 10 am and 3 pm. (check times for your dates) We did the ranger talk on bush tucker which was a fantastic insight into Aboriginal skills for living and surviving in the desert. There is a list of times for talks and presentations throughout the day, but best to get there early so you can choose which ones to go to as they generally only happen once a day. There are plenty of enclosures and exhibitions to see as well."
TripAdvisor,Alice Springs Desert Park,"We thoroughly enjoyed our visit to this park, which gives visitors a chance to meet many of the fascinating creatures in Australia's Red Center. We didn't have any free evenings for the night tour, which we heard is fabulous, but the park is amazing during the day as well. Tip: go early in the morning and head for the kangaroos first."
TripAdvisor,Alice Springs Desert Park,"We had a great day. I think to have an outstanding experience you need to do the amazing talks. Without them it wouldn't be the same. Interesting, professional and passionate rangers. We arrived at 9am in time for the 9.15am marsupial talk then the 10 tree flying bird show then the 11 aboriginal survival in the desert A quick lunch then 12.30pm 20min movie 1 desert animals nocturnal house then 1.45 plant medicines With visits in between to all the aviaries, gardens, etc If you just dropped in for an hour or so it wouldn't be the same. Allow most of the day"
TripAdvisor,Alice Springs Desert Park,"This is a fantastic experience which should be experienced by all visitors to the Alice. Unfortunately our visit was marred by a very officious person who, despite my obvious age, refused to admit me for seniors price because I had left my seniors card in the car some way from the entrance. Since I have a pacemaker, I was reluctant to go all the way back for the card so had to pay full price."
TripAdvisor,Alice Springs Desert Park,"Had heard good things about the desert park however I must say it was a bit of a let down. It is a good 'australian experience' for tourists to get the chance to see the wildlife in an outback scene but to be honest we had seen most of the animals in the park on the drive there in the wild anyway (which is far more exciting!). The indoor reptile park was the most interesting part of the park as some of the animals in the outdoor enclosures were looking a bit sorry for themselves! There are plenty of walk-in aviaries, however, so it's the perfect place for bird-lovers! I"
TripAdvisor,Alice Springs Desert Park,"This is a ""not to miss"" experience if you are in Alice Springs. Get there in time for the AMAZING bird show (10am ish) The park is worth going to just for this show. It is an outdoor park, with easy walking trails to the exhibits. Beautiful views of the mountains . The nocturnal exhibit is also really fantastic. We also went to the aboriginal talk which was interesting Sadly we had to leave at about 1pm, we would have stayed longer if we could have Highly recomment."
TripAdvisor,Alice Springs Desert Park,"Beautiful weather, great park, friendly staff. We first visited the Desert Park 11 years ago and loved it then. Did not disappoint on our return visit. It was great to see it after some rain, as it had been really dry prior to our first visit. The changes in the layout and the additional avaries and the dingo exhibit were great to see."
TripAdvisor,Alice Springs Desert Park,"We thought we'd spend an hour or so here, but after five hours still wanted to see more. So much to see and learn, especially the free flying bird show, the Aboriginal bush tucker presentation and guided walk through the Nocturnal House. Each guide was well informed, entertaining, humorous and friendly. We also loved the film about the origins and development of the Red Centre. The final moments when 'all is revealed' were magic."
TripAdvisor,Alice Springs Desert Park,"Nice place. Simple, not much in terms of fringes. Bathroom is bare, but clean; for us this is what mattered. Price was fair, considering how expensive it is to travel around this area (Mereenie Loop or Red centre way)."
TripAdvisor,Alice Springs Desert Park,We enjoyed our visit to the desert park. We learnt so much! You must do the scheduled talks with the Rangers to get the best value.
TripAdvisor,Alice Springs Desert Park,"Love taking the children to desert park, always have an enjoyable time and children love the birds. Have been with other families and on our own always have a lovely time."
TripAdvisor,Alice Springs Desert Park,"Was nice enough but it's mostly birds. The bird show is pretty good have to say, they are well trained and the staff know their stuff. There wasn't a lot in the way of other animals. Just a couple of emus, dingos and Roos. But if you haven't seen them before by all means it would be a good experience. Think there are more shows on during the week so would recommend a week day trip to get the most out of it. Bird waters dream if that's what your into 😉"
TripAdvisor,Alice Springs Desert Park,We all had an awesome and informative Day. We all will sleep well tonight. Fantastic Job to all at the Park.
TripAdvisor,Alice Springs Desert Park,"The desert Park only unites out of Alice Springs is a place you should not miss! Plenty of parking, a kiosk and a very impressive Information and Souvenir Centre. We were given a map and shown the well defined path to take by a friendly staff member. Many of the trees were labelled and the many aviaries were a wonder. The birds we saw were amazing. We made our way around the park even encountering an emu! The Nocturnal House opened a whole new vista of the life of the Red Centre-billies, malas and Spinifex snakes and many more! Our last port of call was the Bird Display. It was brilliant to see our wild birds such as Brown Kites, magpies and close up. The Ranger who gave the display was very informative and many of the audience from overseas were captivated and awed! I can thoroughly recommend the Desert Park as a must when visiting Alice Springs."
TripAdvisor,Alice Springs Desert Park,"I would definitely recommend this stop to anyone who has never been to the Outback before. It's a fantastic introduction to the different plants and animals you will be seeing as you drive and hike. The park is sort of like a spread-out zoo that that walks you through the different ecosystems found in the Outback and includes pens and aviaries of the animals and birds typically seen in each. I took pictures of many of the little animal description signs to refer to later on our trip and was glad I did! It's always more fun when you can put a name to that odd tree you find or birdsong you hear. The park is rather large, so expect to do quite a bit of walking, but the paths are very well-maintained and level. Also, 95% of the park is outdoors, so make sure to take proper precautions against the sun. If you love animals and nature, this could be a half-day stop, easily."
TripAdvisor,Alice Springs Desert Park,"We spent 5 1/2 hours there exploring, tasting bush tucker and listening to informative talks about the animals and also the Aboriginal heritage. I would recommend this place whole heartedly. It would be a shame to not visit."
TripAdvisor,Alice Springs Desert Park,"Great bird show and lots of birds in and out of the enclosures. There is also a great nocturnal house with bibles, owls, snakes etc"
TripAdvisor,Alice Springs Desert Park,"Our family of 4 visited in July and had a great day. Starting with the morning free flying bird show, we then moved on to take ourselves through the nocturnal house and a couple of the other zones. We paid the extra $ and did the eagle encounter which I would highly recommend. It's not often you will get the chance to be up close to the magnificent wedge tail eagle so take it if you can. We finished off with a late lunch in the cafe which worked well. Take some snacks and water with you, especially with kids as it is pretty much a full day if you want to walk through all the areas. Well worth a visit if you are in Alice Springs."
TripAdvisor,Alice Springs Desert Park,"Attractively landscaped with endemic plants, the Alice Springs Desert Park not only showcases local arid flora and fauna but attracts local fauna, especially birds. Add the backdrop of the spectacular McDonnell Ranges and the exceptionally friendly welcome by staff and I was ready for a good experience and wasn't disappointed. The bird show should not be missed and the small walk through aviary is a delight. That said, don't expect something as extensive as Taronga Zoo or exotic animals. The Alice Springs Desert Park is much smaller in scale and scope and fulfils well its niche market."
TripAdvisor,Alice Springs Desert Park,Great place. The infrastructure is fabulous and wheelchair friendly. The information sessions are very well done and informative. Could easily spend 2 days. Take your own lunch the cafe is pretty ordinary
TripAdvisor,Alice Springs Desert Park,We spent a most enjoyable few hours exploring the Desert Park. The bird aviaries and birds are great and we also found the examples of different desert landscapes and plants really interesting. A most informative experience.
TripAdvisor,Alice Springs Desert Park,We went to the Park fairly early in the morning and had to catch a plane around midday. We soon discovered that we did not have enough time to do justice to this place. It provides a great introduction/conclusion to the Red Centre's environments and wildlife. It is well laid out with informative signs and clear pathways. The free-flight show was excellent. You must visit this Park of you are visiting Alice Springs.
TripAdvisor,Alice Springs Desert Park,"An outstanding park with excellent animal displays. The surrounding red hills in backdrop make for a refreshing experience. The demonstration of the hawk training was outstanding, and all the staff were friendly and obviously proud of their jobs, as they should be. They exuded knowledge of the habitat and vegetation, and we really enjoyed the experience."
TripAdvisor,Alice Springs Desert Park,"What a great and interesting place to visit, would definitely go back as we missed the night tour. What a lovely well set out environment for all the animals and lots of interesting information about them all. Staff are very friendly and well knowledges. We'll be back for sure"
TripAdvisor,Alice Springs Desert Park,"We found out that we had some time to kill while in Alice Springs. so decided to visit the park. We were pleasantly surprised with the whole experience. The staff were all very friendly and knowledgeable. Although the entry fee was a bit expensive, we availed ourselves of the free bird show at the end of the day. The extra cost of the eagle show was way too much."
TripAdvisor,Alice Springs Desert Park,"Firstly, we visited in October and it was very hot, around 36/37 degrees. If that is the time of year you plan to visit, go as early as possible to avoid the worst of it. It's open from 8:30am. We started our visit by going into the little cinema to watch a video presentation about how the desert was formed. It was interesting but if you have small children, it might not hold their interest for too long. If you're not really interested in that type of thing and just want to see what's there now, you can just skip it. The animal exhibits are set out along pathways that wind through desert vegetation (similar to the Territory Wildlife Park, in Darwin). There are aviaries that allow you to get close to and good views of many of the smaller bird species of the area. The free flight bird show was good but in all honesty, it's very similar to the ones at Taronga Zoo or Healesville Sanctuary, just with a different backdrop. The night house was my favourite (and not just for the air conditioning) It was good to get to see many of the creatures that hide during the day. Included some endangered species, such as the mala, which I was very excited to see and there were plenty of reptiles on display as well. We only managed a couple of hours before the heat became too much but we were glad we visited. Most of it is outside, so hats, sunscreen and water are a MUST!! They also offer after dark tours that allow you to see some of the animals at night but unfortunately, we were there over a weekend, when that tour doesn't run. It's only a few minutes out of Alice Springs, definitely worth a visit, especially if you don't have time to do much exploring."
TripAdvisor,Alice Springs Desert Park,As an Alice Springs resident I have been to the Desert Park on numerous occasions. This time my family was visiting from overseas and as we only had a short time in Alice Springs I knew the Desert Park would be the perfect place to take them. As always it did not disappoint. The Free Flying Bird Show was excellent. It is my favourite part of any visit to the Desert Park. The Aboriginals living in the desert talk was also excellent and although I had attended it before it was still interesting. The park guide that does this talk is great. Love the Nocturnal House. A half-day at the Desert Park is vital during any visit to Alice Springs.
TripAdvisor,Alice Springs Desert Park,"Central Australia on show at just one address. The Desert Park showcases the birds, animals and reptiles and their environments where a days walking takes you to places that would normally take weeks of traveling to see."
TripAdvisor,Alice Springs Desert Park,Great place to see some of Central Australia's wildlife and flora without going too far outback. Suitable for all ages. Highlight is the Bird of Prey display but you must book ahead.
TripAdvisor,Alice Springs Desert Park,"We went to Desert Park on a Sunday when we wanted to relax and not wake too early. It was a very pleasant day - lots of animals around, and lots of interesting presentations that one can go to in between just seeing the sights."
TripAdvisor,Alice Springs Desert Park,"Great for walking, biking and camping. They have hill to top of peaks that give you amazing views of the outback. Wild kangaroos all over the place, highly recommended if a lover of the outdoors."
